prediction_day,5_min_macro,abc,abnormalreturns,activistshorts,activiststocks,advisorhubinc,alderlaneeggs,allstarcharts,barbariancap,bbcbreaking,benzinga,bespokeinvest,bluegrasscap,breakingviews,breakoutstocks,brunicharting,business,calculatedrisk,callum_thomas,charliebilello,chicagostock,chitownba,cnbc,cnbcnow,cnnbrk,danzanger,davidschawel,dcdaytrader,dealbook,deitaone,dkellercmt,fainvestors,fattailcapital,financialnews,firstadopter,footnoted,foxnews,ft,ftfinancenews,fundiescapital,fundylongshort,gfmag,grantspub,greatquarter,harmongreg,hedgefundinvest,herbgreenberg,hmeisler,ianbremmer,ibdinvestors,iimag,incredibletrade,investorslive,ivanthek,jasonleavitt,jimcramer,joelkruger,john_hempton,johnscharts,justinwolfers,keithmccullough,kerrisdalecap,lizannsonders,lmt978,manualofideas,mark_dow,markarbeter,marketclub,marketfolly,markets,marketwatch,markflowchatter,markyusko,matt_levine,michaelbatnick,mjmauboussin,modestproposal1,muddywatersre,newsquawk,noahpinion,nypostbiz,nytimesbusiness,optionshawk,paulkrugman,peterlbrandt,peterschiff,profgalloway,qtrresearch,reddogt3,reutersbiz,ritholtz,ritholtzwealth,robintheblack,ryandetrick,schuldensuehner,sjd10304,sjosephburns,skynews,soberlook,spdjindices,steve_hanke,stlouisfed,stockcats,stockitchen,stocktwits,stockwinnerscom,super_trades,the_real_fly,thebubblebubble,thesquaremile,thestalwart,timmerfidelity,tmfjmo,tmtanalyst,topdowncharts,truthgundlach,tylercowen,usatoday,usatodaymoney,valuewalk,wallstcynic,worldfinance,wsj,wsjmarkets,wu_tang_finance,zerohedge,y
2018-04-02,,,,,,,,,,,,4.275622634343364,,,,,,,,,,,2.6330670922429937,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.838996883689607,,,,,,,,,,,,,,,,,,,,4.402857728736693,,,,,4.793581872747821,,,,,,,1.4266266282103544,,,,,,,,,0.6930910276802215,,,,,,-2.058709748833865,,,,,,,,2.4604579045668764,,,,,,,,,,,,,,,,,,,,,,0.0
2018-04-03,,,,,,,,5.6671901274406835,,,6.557707290039896,19.094288002889783,,,,,,,,,,,2.780143333003462,7.109896198855313,,,,,,,,,,,,,,,,,,,,,,,,1.9828553196587582,,,,,,,,,,,,,49.71252350969508,,-16.451404078773173,11.034810703311084,,,,,,4.928481718426509,,,,,-7.339507646816273,,,,,,,1.9939143042976997,,,,,6.302829998555656,,,,5.423444773543572,,,,,,18.96448465384377,,,,,,9.204020081693844,,88.37053264725974,,,,6.184797735014334,,,,,,,,,,,,,,,,,,1.0
2018-04-04,,,,,,,,18.993628769981317,,,-7.4016932468167935,6.8266908990681765,,,,8.003456447032349,,,,,,,2.926405832521001,4.364371025220102,,,,,,,,,,,,,,4.028007538595359,,,,,,,,,,0.799675003538341,,-2.5879477242084166,,-3.74995506460544,,1.4922954418864567,,-14.105922455606887,,,,,,,-6.973591791571701,-9.609751623938827,,,4.543700826274837,,,2.259902076938723,,,63.31154821962696,,6.980055499908709,,,,,,6.525286212236717,-0.7901870499921281,,,,,5.698880202290862,,,,0.7909315133135454,,7.929932880245987,,,,1.9264224676589212,,,,,,4.660942480806536,,50.286040853048625,,,,1.552985324240694,,,,-8.702645195597198,,-17.37145969914978,,,,1.3605937674751878,,,,6.256234263451073,,,,1.0
2018-04-05,,,,,,,,5.929989629853151,,,-1.0784639945373315,2.2960136827901105,,,,,0.7225894758388431,,,,,,1.7485612053033337,-1.8696488670720517,,,,,,,,,,,,,,1.752781247062014,,,,,,,,,,3.6725793940760836,,0.6514947513360916,,2.5794760450388825,,2.1204467867605894,,-14.80600794322717,,,,,,,-6.301636403535211,,,,,,,0.5340764245001884,,,52.534047133951326,,,,,,,,3.4188694942598827,3.585102641047553,,,1.2488447772313955,,6.95998234414322,,,,4.424927004884084,,9.110787699348268,,,,-33.82884932431573,,,48.59221811515851,,,39.12769609247938,,47.67455253700423,,,,1.5026484585858564,0.8450493959118689,,,,,,,,,1.7332462512076678,,,,-1.0681733554672408,,,,1.0
2018-04-06,,0.06581403355454217,,,,,,,,,-7.146850295334834,0.18399410979846717,,,-36.045651860091525,,1.6594393865468955,,,,,,2.8318927564681236,4.44273461220343,2.1267188552329017,,,,,,,,,,,,3.30999582285205,6.403175631847807,,,,3.348550743545982,,,,,,,,4.585829526934302,,-11.1856792918769,,-0.0781928794413657,,-3.1596885004620945,,,,,42.81520194394573,,-28.02798047820378,-0.7920782184893783,,,17.567396948950257,,,2.4733154496802587,,,-23.84632299181775,,43.201885660250895,,,,,,5.651858980328146,0.715030135110711,,,,,4.9985117050835175,,,,4.978324106728863,,7.859713283696632,,,,,,,,,,,,44.54749942152753,,,,,,,,,,,,,,3.8783728105459523,,,,2.3105751880017227,,,,0.0
2018-04-09,,1.8388025607085055,,,,,,21.720740160222096,,,-10.818800867442269,12.875147486117907,-3.4153883777634255,,,,1.93905173432527,,-16.43432819264502,,,,2.6268926210573222,6.332839457685985,1.451407368337248,,,,,,,,,,,,1.8648313582294316,4.26199456271559,,,,,,,,,,3.0132243677377053,,-5.848559936574793,,-6.231565537069899,,0.427596717455605,,-6.266865662990167,,,-1.2185275715039283,,,,-8.021834512271365,-0.6792006283016304,,9.939193475182236,14.046677364980598,-10.995213096927587,,5.9826687102571015,2.643164236439231,,58.47921443919722,,,,7.3848549499192595,,,,4.737204937474816,1.6506313613753165,-0.9963676455243073,,7.9035586939841025,,1.040201383646724,,2.4390724472316196,4.038048786522596,0.8302491914149586,,4.241439877701256,,,-0.7205701300236331,0.2387949902345462,2.4056561671564487,,,1.785744697377387,,6.507837088666341,,43.738302120743526,-0.26369509839515093,,-5.183906289135316,,,,,,,,,,2.5817794182308145,5.812133008988369,,,,2.4294734831956726,4.53512487537363,,0.07528202785601175,0.0
2018-04-10,,1.4957565353904747,,,14.531722353439182,,,6.987004689061753,,1.8647257744281596,-1.1781624406751297,9.143598386469023,,2.6620188186326748,,,1.7693281652708535,,,,,,1.3843643476643102,-0.23598632739917813,2.3074065109807114,,2.0625315432571543,,3.351879436680646,,,,,,,,1.694173197375594,5.384461716728161,,,,,,,,,,4.712990598846344,,-0.16669028501371394,,-1.7285616289828023,,,,-14.135435358676343,,,,,,,,-2.0580943053561174,,,,,,3.5258177288459787,1.7717673425354035,,,,,,1.1536358396060493,,14.397763024146087,,3.902757925216237,3.1428941972229216,-0.8588042027177508,,11.28578827011339,,15.688422761242238,6.393394113197856,-2.8982599659273545,1.6447124968139148,1.5452261844281474,,,-21.13921189627589,-5.046317674928412,5.0693216556869185,7.518909695129879,-0.3416993240978188,,40.17534645149235,2.2302385678737453,,4.375582913827614,,24.055306709643794,,,1.953889015866553,,,-3.6806577115155443,-23.982574365027457,-2.5746254621426568,,,,,0.8234889603234548,4.272138132541544,,,,1.380194821273666,5.549726828259519,,1.5309792272767073,1.0
2018-04-11,,1.297533982989972,,,3.1747513538802963,,,40.3523319248298,0.5469179725271643,,-2.168877709090109,9.141629651102221,8.320550913830896,,,20.77278516738457,1.8394714119288855,,,,,,0.35612768907327946,0.15517766663547733,1.2457627216474398,,,,1.5459521663379157,,,-3.181700413511732,,,,,1.4806010318369491,0.6894753385140868,,,,,,,545.6408762572256,,,4.69041087463206,0.1433149871281358,0.9672685883185678,,0.7216760494157716,-11.830652638177103,1.3683211674122178,,-12.269885604177608,,1.5333321975252636,,,,,,3.9751694511814177,,-6.472107911227556,,,,-1.6369781729519093,2.5879153159486386,9.330409463289955,3.2080297282339014,,6.758283939153186,,,,8.817817154323535,,4.333002411681475,2.785040142239727,,,,-4.1343815722066495,5.818057000554373,,-5.7769685783274145,1.8992892643152106,,3.7093376340850477,14.294163504367374,-16.436833656898397,1.9651046562045387,5.0178932593062155,36.4497667929231,1.4847380456157693,,79.69796912221327,1.6098584053735476,,11.60413320358527,,24.958115297771744,,-11.765673223809161,,2.026302809064045,6.440749433234313,1.0134189171593135,-36.19625836301725,-6.968514776156917,,,,,2.0348254629101037,1.5868527554630862,0.9434231405092228,,,0.6546560183000448,-1.7053937013835203,6.214578995098042,0.2588481632167779,0.0
2018-04-12,,1.68129346277089,25.221124682029124,,,,,4.143678098159122,,,2.7337030296548566,,,13.259129724293658,,7.0686928216924185,1.3497980337288171,,,,,126.68723140972004,2.2197557303217437,2.0299746143148947,0.483274412843904,,,,1.3600812935990954,,-11.061624360005338,,,,,,1.262603800924416,0.9528849015378767,9.959963589535908,,,,,,,,,-0.4190271077868942,,-9.693844475743173,,-3.1447279455131105,,6.360403148443934,,-7.9029198722209335,,,-0.946764066868724,,,,,,,,,-7.4049039133259935,,6.544530638502647,1.3948786325150437,,-4.5576460241864645,,,,,,11.588492127674302,,5.656975581595657,1.3339493801350657,3.2597647447032183,,,,5.302139943782935,,3.062977657247267,2.5290814474865093,6.617669512464787,,-3.198038866768834,,2.3847408689454332,6.2849841512300335,,1.7705049072165384,,,,,5.835758870059937,,56.07622695693526,,,,,,5.460041257656498,20.182428065553818,,,,,2.9786383772155824,1.388106013336894,2.9078184739053756,,,,2.051729994481497,8.616224722453666,,0.1503294261927995,1.0
2018-04-13,,0.29235474775048964,,,,,,,,,7.130771272652669,18.176155080624667,,,-36.045651860091525,,1.1730875014900508,,,,,104.73989974079001,1.0340913328343757,-3.1795760687528256,,,,,3.446363388578465,,,,,,-3.0499910562633255,,1.7217870449077695,6.638697385585087,9.717885480839863,,,,,,596.7032220610099,,3.3347612466965098,6.34746121616133,,2.778217012908422,,,,,,-11.82909272922306,,,-1.2953468938720047,,,,,-3.6080727595230897,,2.538107556858501,9.325753523938898,,,1.5129663703630107,-1.9198370510933356,,,,9.872131870145228,,,,-6.810211769690755,,2.1001617680233067,1.68710700954478,2.4548413296593314,,,,5.988398264904659,,4.07971101179856,1.4832782942777478,,7.699214633013822,6.212489608473621,14.129604773323155,-4.552801390302345,3.909830265147068,-1.7315912112186058,0.4422609558542,,53.03482230083883,,,,,13.430829812989126,,,,,,6.735799576784092,,,,,,,1.3644863305915642,1.1368222296369859,-0.15571297532786715,,-5.680834654514733,1.0487041779811634,7.9297356330327995,,0.5065172741968179,0.0
